,CD,BA
AC005358.2,19,27
ARHGAP44,1355,1544
AC005277.2,7,6
AC005277.1,13,25
ELAC2,89754,104917
AC005303.1,0,0
LINC02093,0,0
HS3ST3A1,172,113
COX10-AS1,42530,47875
AC005304.2,373,376
AC005304.1,206,201
AC005304.3,1897,2074
COX10,62139,70192
CDRT15,24,23
AC005224.1,16,9
HS3ST3B1,19652,21046
AC005224.3,1755,1975
AC005224.2,25287,30370
AC022816.1,194,178
AC013248.1,0,0
AC005863.1,0,0
LINC02096,0,0
AC005772.1,4,4
CDRT7,0,0
AC005772.2,2,0
CDRT8,0,0
PMP22,2886,4825
AC005703.3,0,0
AC005703.7,1,2
AC005703.1,0,0
AC005703.2,0,0
TEKT3,76,76
AC005703.4,3,3
CDRT4,4567,4957
TVP23C,18311,20645
AC005838.2,12339,13462
CDRT1,183,198
TRIM16,27286,31580
AC005324.5,22,34
ZNF286A,48055,56393
TBC1D26,13,15
AC005324.1,0,2
AC005324.2,0,0
AC015922.2,0,0
AC015922.3,13,12
LINC02087,35,29
ADORA2B,9278,10006
ZSWIM7,84841,94473
TTC19,172860,200490
AC002553.2,1774,1888
NCOR1,472084,552966
AC002553.1,3658,3972
PIGL,37550,42386
CENPV,152800,184500
UBB,2202191,2605393
AC093484.3,243,268
AC093484.2,1938,2280
TRPV2,58041,63402
SNHG29,1730667,1870069
AC093484.4,14,15
LRRC75A,69476,63935
AC127540.2,9,12
ZNF287,9217,10611
AC127540.1,65,84
ZNF624,8957,10897
AC098850.2,4,4
CCDC144A,40121,44361
AC098850.1,70,82
FAM106C,674,652
AC022596.1,3,3
AC022596.2,0,1
TNFRSF13B,3,12
AC104024.1,1,3
LINC02090,11,10
AC104024.2,3,3
AC104024.3,1,1
AC104024.4,483,508
MPRIP,115820,134189
MPRIP-AS1,1284,1401
AC055811.1,160,195
PLD6,39628,50104
FLCN,24296,26380
AC055811.3,238,271
COPS3,246064,290277
NT5M,13814,13620
MED9,21490,25014
RASD1,900,768
AC020558.6,5,11
PEMT,80138,90979
AC020558.2,13,11
AC020558.1,55,76
SMCR2,38,63
RAI1,13804,16262
RAI1-AS1,13,21
SMCR5,23789,27002
AC122129.2,36,53
SREBF1,22785,25987
TOM1L2,12236,13003
AC122129.1,453,453
DRC3,2358,2663
ATPAF2,45513,51170
GID4,39211,44373
DRG2,140311,165368
MYO15A,426,390
AC087164.1,3549,3454
ALKBH5,166222,176308
LLGL1,3849,4421
FLII,129068,141437
MIEF2,8723,9941
AC127537.1,316,339
TOP3A,58779,67266
SMCR8,34311,38300
SHMT1,54493,63636
EVPLL,28,54
AL353997.2,0,0
LINC02076,2595,3224
LGALS9C,240,354
FAM106A,6545,6954
TBC1D28,0,2
FOXO3B,3383,3951
TRIM16L,4769,5314
FBXW10,30,27
TVP23B,43957,48615
AC107982.3,500,492
PRPSAP2,109183,119156
AC107982.2,34,50
SLC5A10,219,222
AC090286.1,3,1
FAM83G,6058,6495
GRAP,18389,20563
AC007952.3,4,4
AC007952.7,200,240
AC007952.2,322,301
AC007952.4,83470,100655
GRAPL,722,832
AC007952.6,418,481
AC007952.9,2,0
AC007952.1,0,0
AC007952.5,420,389
AC007952.8,0,0
AC106017.1,0,0
EPN2,15786,16699
AC106017.2,0,0
EPN2-AS1,108,105
B9D1,6232,7412
AC124066.1,5,6
MAPK7,13560,14604
MFAP4,8,4
AC004448.5,0,0
RNF112,57,62
AC004448.3,0,0
AC004448.2,1,1
LINC02094,0,3
AC004448.1,0,0
SLC47A1,102,86
AC025627.1,1,0
ALDH3A2,38133,41553
AC115989.1,35,41
SLC47A2,59,59
AC005722.3,7,10
AC005722.4,0,0
ALDH3A1,26,27
ULK2,21737,24883
AC015726.2,1,3
AC015726.1,2253,2364
AKAP10,45445,49923
AC005730.3,544,608
AC005730.2,116,92
SPECC1,17332,18776
AC004702.1,0,0
AC008088.1,134,112
LGALS9B,87,254
AC015818.7,1,0
AC015818.2,118,93
AC015818.8,0,1
AC015818.4,0,0
CDRT15L2,0,0
LINC02088,0,0
AC126365.1,2,3
CCDC144NL,1576,1848
AC090774.2,18,22
CCDC144NL-AS1,197,212
AC107926.1,0,0
USP22,147257,160481
AC087393.2,744,729
LINC01563,33,28
DHRS7B,61999,76177
TMEM11,103727,124162
AC087294.1,3806,4081
NATD1,3406,3878
MAP2K3,238255,256808
KCNJ12,28,34
LINC02693,17828,19870
AC068418.3,4,0
AC068418.2,7,0
AC068418.1,279,200
AC233702.5,0,0
AC233702.7,1,0
KCNJ18,12,9
LINC02002,0,0
AC138761.1,5,8
FAM27E5,0,0
AC209154.1,0,1
AC132825.3,3,1
MTRNR2L1,1005,981
AC132825.2,0,0
AC131274.1,0,0
AC069061.2,4,1
AC129926.2,0,0
AC129926.1,0,0
WSB1,272213,282118
AC026254.2,107,89
KSR1,37138,42045
AC069366.2,4561,5056
AC015688.6,94,93
LGALS9,34375,44094
NOS2,14,28
AC005697.2,641,769
LYRM9,12234,13787
LINC01992,9,6
AC005697.3,0,0
NLK,13754,14947
AC061975.8,14,13
AC061975.7,8,14
ERVE-1,2,0
AC061975.6,0,0
AC061975.4,0,0
AC061975.1,5,10
TMEM97,94900,107757
IFT20,150547,165389
TNFAIP1,41774,46298
POLDIP2,152592,179459
TMEM199,72358,84719
AC002094.2,282,288
SEBOX,0,2
SARM1,22722,24944
VTN,38,37
AC002094.4,4289,4916
SLC46A1,4229,4770
AC015917.2,1824,1710
AC005726.1,14892,16485
SLC13A2,2,0
FOXN1,1,0
UNC119,107639,112979
PIGS,89439,100666
ALDOC,62989,56564
AC005726.4,126,133
SPAG5,55913,63349
SPAG5-AS1,2987,3332
AC005726.3,7130,7442
AC005726.5,9987,10675
RSKR,20165,21810
KIAA0100,106300,125446
AC005726.2,186,211
SDF2,128421,146301
SUPT6H,257141,296354
AC010761.3,22,35
PROCA1,12208,13726
RAB34,60444,72016
RPL23A,6376877,6922618
AC010761.1,1465,1650
TLCD1,12805,16980
NEK8,13832,15800
AC010761.6,3,2
AC010761.2,78,75
TRAF4,90079,119213
AC010761.4,84,124
AC010761.5,14,7
FAM222B,46580,49747
ERAL1,94969,110048
AC024267.1,51,74
FLOT2,115161,121715
AC024267.3,31,34
AC024267.6,309,366
DHRS13,28696,33099
PHF12,78624,89692
AC024267.4,966,1215
AC024267.5,153,181
PIPOX,1000,1082
SEZ6,3580,4425
AC024619.2,0,0
AC024619.1,2,4
MYO18A,23916,26401
TIAF1,1361,1639
AC024619.3,28,17
CRYBA1,130,147
NUFIP2,306486,352287
AC068025.2,1446,1586
AC068025.1,270,309
TAOK1,123840,135009
ABHD15,26510,29726
ABHD15-AS1,25,28
TP53I13,66522,76681
AC104564.3,1846,2315
GIT1,79306,87613
ANKRD13B,18221,20388
AC104564.4,66,80
CORO6,2561,2889
AC104564.2,148,227
SSH2,92336,100188
AC104564.1,16,22
AC104564.5,1539,1606
AC023389.1,342,353
AC104982.2,343,345
EFCAB5,4928,5383
AC104996.1,34,18
AC104984.2,14,9
NSRP1,344631,403340
hsa-mir-423,0,0
AC104984.3,8072,8691
AC104984.5,986,1080
SLC6A4,608,679
AC104984.1,60,60
AC104984.4,4,8
BLMH,137310,161075
TMIGD1,19,17
CPD,39452,42683
GOSR1,207746,238726
AC011840.3,0,0
AC011840.4,6,3
AC011840.2,0,0
AC011840.1,120,134
AC005562.1,22240,23406
AC127024.3,3,1
AC127024.2,79,69
CRLF3,107664,126635
AC127024.4,613,665
AC127024.5,3022,3345
AC127024.6,1244,1251
ATAD5,233019,266382
AC130324.2,218,211
AC130324.1,2792,3084
TEFM,82369,94464
AC130324.3,4828,5094
ADAP2,502,535
AC138207.1,2,0
AC138207.5,2,1
AC138207.9,44,60
RNF135,25202,27847
AC138207.4,718,828
AC138207.7,389,416
AC138207.2,61,66
NF1,70466,74780
AC079915.1,2601,2718
OMG,1004,1077
EVI2B,261615,316692
EVI2A,148255,165616
RAB11FIP4,15834,17409
AC003101.2,99,135
AC003101.1,0,4
AC007923.4,1,0
AC007923.1,4,0
AC004253.2,0,0
COPRS,232880,270757
UTP6,224604,266391
AC004253.1,24,39
SUZ12,507921,595405
LRRC37B,11830,12792
AC116407.2,7633,8955
AC116407.1,210,292
RHOT1,72500,82148
AC026620.2,0,1
RHBDL3,139,256
AC026620.1,0,0
C17orf75,97467,115402
AC005899.3,17,21
ZNF207,592716,665222
AC005899.6,1746,1874
AC005899.7,1782,1833
AC005899.5,1074,1167
AC005899.8,1738,2106
AC005899.1,20,18
PSMD11,460483,549285
CDK5R1,6440,7208
MYO1D,6388,7056
AC079336.5,384,401
AC079336.2,107,119
AC079336.1,24,31
AC079336.4,5,7
AC079336.3,14,11
AC025211.1,9,8
AC084809.1,385,365
AC084809.2,437,428
TMEM98,1064,1277
SPACA3,14,17
ASIC2,3,0
AC003687.1,0,0
AC008133.1,0,0
AC011824.3,0,0
AC011824.4,0,0
AC011824.2,0,0
AC011824.1,0,1
AC024614.1,0,0
AC024614.2,1,0
AC024614.4,1,3
AC024610.2,269,303
AC024610.1,0,0
AC004147.1,0,0
AC004147.5,0,0
AC004147.3,0,0
AC004147.2,0,1
LINC01989,2,1
AC005549.1,0,0
CCL2,1161,834
CCL7,0,7
CCL11,1,0
CCL8,2,1
CCL13,1,3
CCL1,2121726,1931289
AC011193.1,0,1
C17orf102,0,0
TMEM132E,15,27
AC005552.1,6,5
AC022903.1,23,28
CCT6B,11230,12809
AC022903.2,46,54
ZNF830,135414,153022
LIG3,69612,81562
RFFL,79991,83299
AC004223.4,677,759
AC004223.2,1044,1123
RAD51D,73643,84130
FNDC8,163,159
NLE1,44829,54504
UNC45B,512,723
AC022916.4,1,0
SLC35G3,257,306
AC022916.1,4640,5441
SLFN5,565606,679468
AC022706.1,68917,75365
SLFN11,112307,123068
AC060766.6,130,147
AC060766.4,986,954
SLFN12,41338,45245
SLFN13,22520,25008
SLFN12L,62051,69364
AC015911.5,133,158
AC015911.3,2893,3299
AC015911.2,22,27
SLFN14,165,167
AC015911.6,742,747
AC015911.9,0,0
SNHG30,62828,64350
PEX12,6354,6736
AP2B1,520013,558589
TAF15,531303,611853
RASL10B,116,142
GAS2L2,29,18
MMP28,343,309
AC006237.1,61,60
C17orf50,113,111
AC015849.2,74,81
AC015849.3,350,409
AC015849.4,1448,1615
HEATR9,1500,1605
AC015849.1,1737,1693
CCL5,3496142,4291575
RDM1,12101,13195
LYZL6,28,20
CCL16,138,141
CCL14,45,53
AC244100.2,412,524
CCL15,16,12
AC244100.3,69,128
AC244100.4,17,27
CCL23,314,338
CCL18,330,318
AC243829.4,2310,1925
CCL3,4359157,3451405
CCL4,2959637,2562336
AC243829.2,98,94
TBC1D3B,22,21
AC243829.1,541,559
CCL3L1,51607,47992
CCL4L2,24335,36559
AC243829.5,146,246
TBC1D3I,9,15
TBC1D3G,0,0
TBC1D3H,0,1
TBC1D3F,2,0
ZNHIT3,254722,280302
MYO19,56917,64238
PIGW,26069,31166
GGNBP2,308826,347524
DHRS11,20651,23765
MRM1,33221,36426
AC243830.2,662,768
AC243830.3,6,2
AC243830.1,514,603
LHX1-DT,94,71
LHX1,6780,6938
AC243773.1,6,2
AATF,257037,315029
AC243773.2,149,188
AC244093.4,1850,2116
AC244093.3,184,239
AC244093.5,15,16
ACACA,48397,57150
C17orf78,97,101
AC243654.3,32,37
TADA2A,84478,97543
AC243654.1,321,344
DUSP14,56695,65182
SYNRG,230353,273470
AC243585.2,208,223
DDX52,314918,358261
AC243571.2,74,62
AC243585.1,1,2
HNF1B,27435,23134
AC243571.1,5,2
TBC1D3K,0,0
TBC1D3L,566,579
TBC1D3D,701,814
TBC1D3C,2,1
TBC1D3E,0,7
TBC1D3,0,0
MRPL45,128330,147046
GPR179,595,699
SOCS7,25082,28073
ARHGAP23,451,482
AC244153.1,2,0
SRCIN1,117,85
AC006449.1,0,0
EPOP,31574,37878
AC006449.6,26736,26887
AC006449.2,2627,2642
MLLT6,138481,152713
AC006449.3,99,127
CISD3,242522,278679
PCGF2,5538,4545
AC006449.5,98,70
PSMB3,1192859,1327883
PIP4K2B,42079,46076
CWC25,179833,203325
C17orf98,218,238
RPL23,5978588,6524732
LASP1,124649,138592
AC006441.1,215,218
AC006441.3,217,247
LINC00672,12089,13194
FBXO47,10,21
AC006441.4,0,0
LINC02079,0,0
PLXDC1,285,385
AC091178.2,124,154
ARL5C,15,21
AC004408.1,7,13
CACNB1,6270,7264
RPL19,12006202,13868890
STAC2,59,55
FBXL20,41242,42548
AC005288.1,1076,1056
MED1,180558,205170
CDK12,242699,279154
AC009283.1,4878,5221
NEUROD2,268,290
AC087491.1,217,202
PPP1R1B,7,7
STARD3,50070,57106
TCAP,1015,1084
PNMT,90,114
PGAP3,4345,5237
ERBB2,2244,2472
MIEN1,194930,224093
GRB7,44,80
IKZF3,118079,143452
ZPBP2,77,97
GSDMB,9392,10539
ORMDL3,67506,77483
AC090844.2,200,170
LRRC3C,5,3
GSDMA,232,249
PSMD3,266977,319010
AC090844.3,2,2
CSF3,21,21
MED24,59059,65095
THRA,15322,17800
NR1D1,10156,11299
MSL1,107276,119544
CASC3,129121,142280
RAPGEFL1,3257,3497
WIPF2,87393,91622
CDC6,137880,160840
RARA,37449,39389
AC080112.4,103,114
RARA-AS1,1547,1816
GJD3,440,486
AC080112.1,1312,1568
TOP2A,1139241,1306189
IGFBP4,40148,46891
TNS4,3184,3504
AC004585.1,35593,33200
CCR7,778858,957323
SMARCE1,690483,791929
AC073508.3,4822,5303
KRT222,327,304
KRT24,0,5
KRT25,10,6
KRT26,0,0
KRT27,22,18
KRT28,0,1
AC090283.1,0,0
KRT10,461629,517458
TMEM99,35260,38348
AC004231.3,0,0
KRT12,5,7
KRT20,2,0
AC004231.1,33,52
KRT23,10,12
KRT39,0,0
KRT40,0,0
KRTAP3-3,0,0
KRTAP3-2,0,0
KRTAP3-1,0,0
KRTAP1-5,0,0
KRTAP1-4,0,0
KRTAP1-3,0,0
KRTAP1-1,0,0
KRTAP2-1,0,0
KRTAP2-2,0,0
KRTAP2-3,5,2
KRTAP2-4,0,1
KRTAP4-7,0,0
AC100808.1,0,0
KRTAP4-8,0,0
KRTAP4-16,0,0
KRTAP4-9,0,0
KRTAP4-11,0,0
KRTAP4-12,0,0
KRTAP4-6,0,0
KRTAP4-5,0,0
KRTAP4-4,0,0
KRTAP4-3,0,1
KRTAP4-2,1,0
KRTAP4-1,1,0
KRTAP9-1,0,0
KRTAP9-2,0,0
KRTAP9-3,0,0
KRTAP9-8,0,0
KRTAP9-4,0,0
KRTAP9-9,0,0
KRTAP9-6,0,0
KRTAP9-7,0,0
KRTAP29-1,0,0
KRTAP16-1,18,12
KRTAP17-1,8,6
KRT33A,0,0
KRT33B,8,8
KRT34,0,0
KRT31,0,1
AC003958.2,3,3
KRT37,1,0
KRT38,0,0
KRT32,1,1
KRT35,3,1
KRT36,0,1
KRT13,0,0
AC019349.1,0,0
KRT15,69,50
KRT19,22,6
LINC00974,0,0
KRT9,0,0
KRT14,10,11
KRT16,1,1
KRT17,472,525
EIF1,4037930,4639678
GAST,154,160
HAP1,759,877
JUP,861,1146
P3H4,6616,6329
FKBP10,76,84
NT5C3B,94962,109509
KLHL10,597,559
AC125257.1,0,0
KLHL11,20669,21527
ACLY,190516,205026
AC125257.2,12,12
TTC25,2126,2153
CNP,63034,72551
DNAJC7,582943,691211
NKIRAS2,74846,86341
ZNF385C,243,254
C17orf113,73,92
DHX58,11812,13667
KAT2A,29503,35189
HSPB9,39,51
RAB5C,201965,227640
AC099811.3,30,32
KCNH4,303,376
HCRT,2445,2521
GHDC,21234,22409
STAT5B,137767,161561
AC099811.4,4008,4567
AC099811.1,5311,6205
AC099811.5,3783,4863
STAT5A,312107,379282
STAT3,568375,637335
CAVIN1,9187,9121
ATP6V0A1,20366,20929
AC107993.1,513,629
AC067852.3,1475,1611
NAGLU,16984,19865
HSD17B1,5711,6194
AC067852.2,14974,17438
COASY,89173,97297
MLX,164812,197288
PSMC3IP,53273,60838
AC067852.5,4177,4491
RETREG3,39021,41946
TUBG1,100531,124054
TUBG2,1879,2437
PLEKHH3,384,543
CCR10,444,589
AC100793.2,399,568
CNTNAP1,235,286
AC100793.3,8,5
EZH1,58718,67587
AC100793.4,0,2
RAMP2-AS1,247,246
RAMP2,58,140
VPS25,252729,291631
WNK4,84,97
COA3,245005,284456
CNTD1,5522,5681
BECN1,149127,170908
PSME3,183593,219851
AOC2,1436,1609
AOC3,645,762
LINC00671,0,0
G6PC,1,0
AARSD1,125972,154361
PTGES3L,2066,1788
RUNDC1,47711,51534
RPL27,5201473,5715379
IFI35,100572,129214
VAT1,18390,20521
RND2,1077,1249
BRCA1,281996,321240
NBR2,16386,16691
AC060780.1,46422,49532
NBR1,92994,103286
TMEM106A,22770,25039
CCDC200,535,588
LINC00910,10267,11150
ARL4D,4787,5498
MIR2117HG,0,2
DHX8,110988,125519
ETV4,3654,3277
MEOX1,186,157
LINC02594,3,6
SOST,1,14
DUSP3,16080,15786
CFAP97D1,15,11
AC003098.1,1,2
MPP3,23,30
CD300LG,1,1
MPP2,213,249
AC007993.3,342,344
FAM215A,15,13
AC007993.2,0,0
LINC01976,52,75
PPY,145,135
PYY,192,99
NAGS,2476,2526
TMEM101,85264,94818
LSM12,355560,411562
G6PC3,42148,46341
HDAC5,16190,18129
AC023855.1,25,18
C17orf53,10199,10722
ASB16,486,497
ASB16-AS1,19679,21292
TMUB2,44969,49665
ATXN7L3,75166,89157
AC004596.1,45,56
UBTF,546231,665497
AC003102.1,6967,7212
SLC4A1,142,135
AC003043.2,4,5
RUNDC3A-AS1,2425,2466
RUNDC3A,175,210
SLC25A39,174809,211906
AC003043.1,2,1
GRN,55203,59050
FAM171A2,1011,1229
ITGA2B,168,227
GPATCH8,212463,243102
AC103703.1,6331,7282
FZD2,2621,4042
LINC01180,6,1
MEIOC,1701,1769
CCDC43,191864,214376
AC091152.2,839,929
DBF4B,22106,25899
ADAM11,133,129
AC005180.2,3,6
AC005180.1,0,1
GJC1,6565,9136
HIGD1B,80,72
EFTUD2,164947,186945
CCDC103,58,71
FAM187A,3,1
GFAP,21,17
KIF18B,21977,24949
AC015936.1,632,640
C1QL1,911,928
AC015936.2,0,0
DCAKD,23434,25505
NMT1,453303,516310
PLCD3,1510,1688
ACBD4,11069,12092
AC142472.1,13414,14580
HEXIM1,54019,59673
AC138150.1,8164,8810
HEXIM2,15208,17885
AC138150.2,872,886
AC008105.3,169772,201797
FMNL1,405949,466779
AC008105.1,983,1019
MAP3K14-AS1,9038,9903
SPATA32,447,491
MAP3K14,45057,51781
AC003070.2,1,3
ARHGAP27,27815,31767
AC003070.1,24,31
PLEKHM1,31094,35613
AC091132.2,28,21
AC091132.1,305,323
AC091132.4,5436,5993
AC126544.2,5,6
AC217774.1,0,2
AC217774.2,0,1
CRHR1,11,6
MAPT-AS1,4,4
SPPL2C,0,0
MAPT,2166,2546
MAPT-IT1,15,22
CR936218.2,2,0
STH,0,2
KANSL1,227357,249330
CR936218.1,158,165
KANSL1-AS1,38768,37225
ARL17B,22246,24070
LRRC37A,1848,2004
LRRC37A2,13715,14250
ARL17A,44425,47377
FAM215B,32080,34522
NSF,77148,96452
WNT3,230,324
WNT9B,1,0
LINC01974,5,10
AC005670.1,182,211
GOSR2,137116,160715
RPRML,84,95
AC005670.3,49593,54032
CDC27,211635,243924
AC002558.3,22422,24816
AC002558.2,133,129
MYL4,392,553
ITGB3,103,124
AC068234.3,23,19
AC068234.2,31,34
EFCAB13,2304,2440
AC040934.1,149,170
NPEPPS,235558,255477
AC025682.1,896,969
KPNB1,972490,1099382
AC015674.1,303,278
TBKBP1,6567,7847
TBX21,61318,72624
OSBPL7,14658,16123
MRPL10,97400,113151
LRRC46,955,1103
SCRN2,29956,32021
SP6,60,51
AC018521.3,1,3
AC018521.7,233,236
AC018521.5,41437,47688
SP2,34346,39033
SP2-AS1,4078,4758
AC018521.6,54,51
PNPO,69877,80595
AC018521.2,153,164
PRR15L,15,17
CDK5RAP3,106866,124758
AC018521.4,169,176
COPZ2,18316,18724
AC004477.1,5226,5902
NFE2L1,118484,135246
AC004477.2,0,2
AC004477.3,317,337
CBX1,283624,338840
SNX11,39657,51457
SKAP1,385280,439110
SKAP1-AS1,1375,1414
THRA1/BTR,1602,1692
AC036222.2,53,55
AC036222.1,434,510
HOXB1,1,1
HOXB2,37703,42237
HOXB-AS1,10086,11126
HOXB3,5174,5407
HOXB-AS3,595,704
HOXB-AS2,16,22
HOXB4,29825,33623
AC103702.1,522,535
HOXB5,146,150
HOXB6,3088,2988
HOXB7,6529,7507
HOXB8,119,209
HOXB9,1984,2873
HOXB-AS4,1,1
AC103702.2,779,1695
LINC02086,34,65
PRAC1,1,2
PRAC2,0,0
HOXB13,0,3
AC091179.1,0,0
TTLL6,10,22
CALCOCO2,205190,235554
ATP5MC1,945630,1027052
UBE2Z,150940,165633
SNF8,479319,559938
AC091133.1,40,28
GIP,0,0
AC091133.3,1,0
IGF2BP1,379,541
AC091133.4,0,0
B4GALNT2,32,28
GNGT2,22506,25135
ABI3,75895,92742
PHOSPHO1,52,56
AC004797.1,266,280
ZNF652,62873,74147
AC091180.2,409,478
AC091180.5,7,11
AC091180.4,63,51
PHB,809735,990631
AC091180.3,557,593
LINC02075,0,0
NGFR,32,55
AC006487.1,1,1
AC006487.2,1,4
NXPH3,759,1417
SPOP,166972,192911
SLC35B1,181700,214424
AC015795.1,38,28
FAM117A,50825,55784
KAT7,96794,112035
AC027801.4,0,0
TAC4,34,40
FLJ45513,615,733
AC027801.1,1,1
AC027801.3,0,0
DLX4,143,182
DLX3,12,16
AC009720.1,0,0
PICART1,16,15
ITGA3,7709,7881
AC002401.4,43,54
PDK2,24912,28233
AC002401.3,4,2
AC002401.2,0,1
SAMD14,934,1086
PPP1R9B,71513,77492
AC002401.1,1,0
AC015909.2,227,211
AC015909.3,23,28
SGCA,636,676
COL1A1,17517,28645
AC015909.1,2,1
AC015909.4,0,0
TMEM92,2552,2406
TMEM92-AS1,6120,4736
XYLT2,63180,55998
MRPL27,484793,541197
EME1,31531,35861
LRRC59,313483,377291
AC004707.1,39,66
ACSF2,9787,9885
CHAD,23,58
AC021491.4,117,154
RSAD1,44634,51061
AC021491.1,5,10
MYCBPAP,3786,4203
AC021491.2,788,1071
EPN3,32,43
SPATA20,12256,13992
CACNA1G-AS1,6,4
CACNA1G,83,119
AC021491.3,0,0
AC004590.1,0,0
ABCC3,59,64
ANKRD40,56221,65664
AC005921.2,35779,38018
LUC7L3,777995,890064
ANKRD40CL,135,138
AC005921.4,43,52
WFIKKN2,0,2
AC091062.1,0,0
TOB1,103147,108385
TOB1-AS1,7793,8322
AC005920.4,13,24
AC005920.1,1655,2027
AC005920.3,73,113
SPAG9,265909,298323
AC005920.2,4,3
NME1,1610367,1907152
NME2,4027234,4691152
MBTD1,32606,36392
AC006141.1,39808,46652
UTP18,302688,352239
LINC02071,45,47
AC005823.2,2,0
AC005823.1,4,1
LINC02073,697,825
CA10,311,372
LINC01982,0,0
LINC02089,0,0
C17orf112,0,0
AC034268.2,1,0
KIF2B,0,1
AC015943.1,0,0
TOM1L1,2244,2287
COX11,116376,126846
AC007485.1,0,0
STXBP4,18439,21822
HLF,13205,15019
AC007638.2,31,35
AC007638.1,49,50
MMD,77732,90543
SMIM36,30,35
TMEM100,5,4
PCTP,13763,15004
AC090618.1,1,0
ANKFN1,18,13
NOG,377,304
C17orf67,36786,40985
AC106858.1,127,113
DGKE,128721,141926
TRIM25,118183,129827
AC015912.1,21,20
AC015912.3,10878,10488
COIL,143167,159113
AC004584.1,20,23
SCPEP1,26248,25369
AC004584.3,677,595
AC007114.1,6611,7440
AKAP1,74061,87001
AC007114.2,13817,16121
AC003950.1,1,1
AC091181.2,82,63
MSI2,244258,258043
AC007431.2,39,43
AC007431.1,58,71
CCDC182,1,0
AC015845.2,126,149
MRPS23,369584,432014
CUEDC1,530,506
AC015845.1,0,0
AC015813.4,0,0
VEZF1,112654,130115
AC015813.1,29239,30544
SRSF1,415464,480362
AC015813.8,28,5
AC015813.3,99,128
DYNLL2,167158,198199
OR4D1,1352,1728
OR4D2,3,4
EPX,1,8
AC005962.1,381,446
MKS1,15850,17126
LPO,163,156
AC005962.2,1186,1107
AC004687.3,130,120
MPO,2762,2279
TSPOAP1,9962,10287
TSPOAP1-AS1,72505,80798
AC004687.1,519151,583699
SUPT4H1,361211,399142
RNF43,14954,15545
HSF5,1634,2065
MTMR4,111503,134181
SEPTIN4-AS1,189,175
SEPTIN4,222,220
TEX14,288,299
AC011195.2,4,2
RAD51C,192266,218114
AC025521.1,33,29
PPM1E,167,201
AC100832.2,150,129
TRIM37,61917,71241
AC099850.1,5053,5252
SKA2,275168,312768
PRR11,153165,168162
AC099850.3,352,397
SMG8,26924,30401
GDPD1,6950,7729
YPEL2,72597,77483
AC091059.1,10,13
LINC01476,745,828
DHX40,131451,134051
AC091271.1,21707,20668
CLTC,389967,423119
PTRH2,190753,207138
VMP1,377071,395414
AC040904.1,1700,1761
TUBD1,29080,32091
RPS6KB1,125023,142294
RNFT1,39181,45127
RNFT1-DT,5039,5474
AC005702.5,0,0
HEATR6,50831,57526
AC025048.4,192,175
AC025048.2,7697,8568
AC025048.7,80,100
AC025048.1,0,1
CA4,29,28
USP32,33076,37471
C17orf64,235,306
APPBP2,60472,67038
AC011921.1,7457,8921
LINC01999,10,11
PPM1D,31308,36108
BCAS3,29292,31560
AC005884.1,12,11
AC005884.2,14,21
AC005856.1,1215,1428
AC005746.3,5,5
AC005746.2,4,3
AC005746.1,8,14
TBX2-AS1,4,4
TBX2,60,66
C17orf82,20,40
TBX4,8,15
AC005901.1,0,0
NACA2,2370,2795
BRIP1,46761,53766
INTS2,61479,66636
MED13,153743,170689
AC018628.2,398,364
EFCAB3,417,459
METTL2A,94277,109945
TLK2,121973,142608
AC008026.3,1090,1195
AC080038.2,527,580
AC080038.1,382,351
MRC2,12799,11112
AC005821.1,16,31
MARCH10,75,109
AC005821.2,2,2
MARCH10-DT,3,2
AC005972.3,56,47
TANC2,13994,15348
AC006270.1,31,48
AC015923.1,4,1
AC005828.2,7,8
AC005828.1,127,167
AC005828.3,44,50
AC005828.4,1,0
CYB561,7991,10554
AC005828.5,0,0
ACE,2360,3751
KCNH6,37,34
DCAF7,311320,339686
TACO1,116057,135742
MAP3K3,42894,45329
STRADA,55462,62744
LIMD2,853182,1010506
CCDC47,432368,507123
DDX42,260774,305268
FTSJ3,182138,221809
PSMC5,696291,825785
SMARCD2,105247,114329
CSH2,3,0
GH2,0,0
CSH1,3,1
CSHL1,0,0
GH1,47,36
CD79B,62407,71653
SCN4A,20,35
AC127029.2,0,0
PRR29-AS1,813,1044
PRR29,525,724
ICAM2,136359,160577
ERN1,147970,154273
AC005803.1,758,877
SNHG25,118832,120989
TEX2,13050,14939
PECAM1,34657,43967
MILR1,910,926
POLG2,47184,54765
DDX5,1849142,2124541
CEP95,70575,82729
SMURF2,60636,63623
LRRC37A3,3183,3201
AC103810.2,1469,1353
AC103810.5,246,230
AC037487.1,376,377
GNA13,106005,119884
AC037487.2,832,887
RGS9,27397,31462
LINC02563,1,0
AXIN2,1546,1651
CEP112,8037,9076
APOH,35,32
PRKCA,187885,219726
PRKCA-AS1,937,1210
AC006947.1,57,61
CACNG5,1,0
CACNG4,10,4
AC005544.1,25,19
AC005544.2,0,2
CACNG1,1,0
HELZ,168177,185553
AC007448.3,7,7
AC007448.5,1573,1757
AC007448.4,4749,5772
PSMD12,555014,657168
PITPNC1,78531,87369
AC110921.1,863,1051
AC079331.3,19,21
NOL11,189679,232602
BPTF,616253,692503
AC134407.1,203,208
C17orf58,113351,128381
KPNA2,509263,597256
